Sigla da UF;Código do Município;Nome do Município;Rede;Língua Portuguesa SAEB -2017;Língua Portuguesa SAEB -2019;Língua Portuguesa SAEB - 2021;Língua Portuguesa SAEB - 2023
MG;3153608;Prudente de Morais;Estadual;253,45;269,8;275,51;257,47
MG;3153608;Prudente de Morais;Pública;253,45;269,8;275,51;257,47
MG;3153707;Quartel Geral;Estadual;266,76;268,54;ND;263,48
MG;3153707;Quartel Geral;Pública;266,76;268,54;ND;263,48
MG;3153806;Queluzito;Estadual;274,68;286,52;-;ND
MG;3153806;Queluzito;Pública;274,68;286,52;-;ND
MG;3153905;Raposos;Estadual;271,83;284,94;258,14;272
MG;3153905;Raposos;Pública;271,83;284,94;258,14;272
MG;3154002;Raul Soares;Estadual;276,32;286,33;279,17;275,81
MG;3154002;Raul Soares;Pública;276,32;286,33;279,17;275,81
MG;3154101;Recreio;Estadual;277,77;283,67;ND;266,99
MG;3154101;Recreio;Pública;277,77;283,67;ND;266,99
MG;3154150;Reduto;Estadual;279,62;282,2;277,37;ND
MG;3154150;Reduto;Pública;279,62;282,2;277,37;ND
MG;3154200;Resende Costa;Estadual;284,81;297,3;298,21;276,48
MG;3154200;Resende Costa;Municipal;288,31;303,22;ND;ND
MG;3154200;Resende Costa;Pública;285,56;298,65;295,35;278,24
MG;3154309;Resplendor;Estadual;265,64;281,49;280,33;260,57
MG;3154309;Resplendor;Pública;265,64;281,49;280,33;260,57
MG;3154408;Ressaquinha;Estadual;267,28;ND;-;ND
MG;3154408;Ressaquinha;Pública;267,28;ND;-;ND
MG;3154457;Riachinho;Estadual;245,64;265,73;253,02;249,18
MG;3154457;Riachinho;Pública;245,64;265,73;253,02;249,18
MG;3154507;Riacho dos Machados;Estadual;243,94;ND;-;255,25
MG;3154507;Riacho dos Machados;Pública;243,94;ND;-;255,25
MG;3154606;Ribeirão das Neves;Estadual;252,37;261,76;260,49;266,93
MG;3154606;Ribeirão das Neves;Federal;ND;ND;ND;ND
MG;3154606;Ribeirão das Neves;Pública;252,37;263,82;263,66;269,07
MG;3154705;Ribeirão Vermelho;Estadual;254,34;ND;ND;ND
MG;3154705;Ribeirão Vermelho;Pública;254,34;ND;ND;ND
MG;3154804;Rio Acima;Estadual;273,69;248,59;265,46;264,47
MG;3154804;Rio Acima;Pública;273,69;248,59;265,46;264,47
MG;3154903;Rio Casca;Estadual;287,62;ND;ND;282,64
MG;3154903;Rio Casca;Pública;287,62;ND;ND;282,64
MG;3155009;Rio Doce;Estadual;267,34;275,43;290,05;275,87
MG;3155009;Rio Doce;Pública;267,34;275,43;290,05;275,87
MG;3155108;Rio do Prado;Estadual;229,15;252,89;262,55;257,42
MG;3155108;Rio do Prado;Pública;229,15;252,89;262,55;257,42
MG;3155207;Rio Espera;Estadual;257,04;273,75;279,01;275,91
MG;3155207;Rio Espera;Pública;257,04;273,75;279,01;275,91
MG;3155306;Rio Manso;Estadual;278,4;306,92;ND;277,1
MG;3155306;Rio Manso;Pública;278,4;306,92;ND;277,1
MG;3155405;Rio Novo;Estadual;273,41;288,23;270,7;268,03
MG;3155405;Rio Novo;Pública;273,41;288,23;270,7;268,03
MG;3155504;Rio Paranaíba;Estadual;278,88;283,96;ND;280,2
MG;3155504;Rio Paranaíba;Pública;278,88;283,96;ND;280,2
MG;3155603;Rio Pardo de Minas;Estadual;259,44;268,37;259,29;269,7
MG;3155603;Rio Pardo de Minas;Pública;259,44;268,37;259,29;269,7
MG;3155702;Rio Piracicaba;Estadual;273,19;ND;ND;282,49
MG;3155702;Rio Piracicaba;Pública;273,19;ND;ND;282,49
MG;3155801;Rio Pomba;Estadual;270,48;283,57;ND;ND
MG;3155801;Rio Pomba;Federal;302,23;ND;-;ND
MG;3155801;Rio Pomba;Pública;287,17;305,02;ND;301,61
MG;3155900;Rio Preto;Estadual;299,9;ND;ND;299,69
MG;3155900;Rio Preto;Pública;299,9;ND;ND;299,69
MG;3156007;Rio Vermelho;Estadual;255,32;270,7;249,27;253,29
MG;3156007;Rio Vermelho;Pública;255,32;270,7;249,27;253,29
MG;3156106;Ritápolis;Estadual;303,78;308,81;ND;291,96
MG;3156106;Ritápolis;Pública;303,78;308,81;ND;291,96
MG;3156205;Rochedo de Minas;Estadual;253,18;278,79;257,52;265,63
MG;3156205;Rochedo de Minas;Pública;253,18;278,79;257,52;265,63
MG;3156304;Rodeiro;Estadual;268,94;279,11;ND;285,01
MG;3156304;Rodeiro;Pública;268,94;279,11;ND;285,01
MG;3156403;Romaria;Estadual;263,19;ND;ND;274,76
MG;3156403;Romaria;Pública;263,19;ND;ND;274,76
MG;3156452;Rosário da Limeira;Estadual;268,52;279,01;291,58;269,96
MG;3156452;Rosário da Limeira;Pública;268,52;279,01;291,58;269,96
MG;3156502;Rubelita;Estadual;239,51;247,03;235,92;230,5
MG;3156502;Rubelita;Pública;239,51;247,03;235,92;230,5
MG;3156601;Rubim;Estadual;245,07;244,13;250,67;241,45
MG;3156601;Rubim;Pública;245,07;244,13;250,67;241,45
MG;3156700;Sabará;Estadual;259,62;269,89;261,29;270,15
MG;3156700;Sabará;Federal;334,75;-;-;ND
MG;3156700;Sabará;Pública;263,13;269,89;261,29;278,47
MG;3156809;Sabinópolis;Estadual;257,02;261,86;259,53;259,37
MG;3156809;Sabinópolis;Pública;257,02;261,86;259,53;259,37
MG;3156908;Sacramento;Estadual;265,58;277,88;277,15;274,04
MG;3156908;Sacramento;Pública;265,58;277,88;277,15;274,04
MG;3157005;Salinas;Estadual;260,79;259,28;257,13;253,57
MG;3157005;Salinas;Federal;322,06;319,8;-;ND
MG;3157005;Salinas;Pública;277,54;276,9;257,13;272,64
MG;3157104;Salto da Divisa;Estadual;228,58;255,81;248,5;254,82
MG;3157104;Salto da Divisa;Pública;228,58;255,81;248,5;254,82
MG;3157203;Santa Bárbara;Estadual;274,52;286,11;264,8;278,99
MG;3157203;Santa Bárbara;Pública;274,52;286,11;264,8;278,99
MG;3157252;Santa Bárbara do Leste;Estadual;281,76;284,12;253,87;301,08
MG;3157252;Santa Bárbara do Leste;Pública;281,76;284,12;253,87;301,08
MG;3157278;Santa Bárbara do Monte Verde;Estadual;280,11;305,18;-;ND
MG;3157278;Santa Bárbara do Monte Verde;Pública;280,11;305,18;-;ND
MG;3157302;Santa Bárbara do Tugúrio;Estadual;277,96;255,07;ND;286,43
MG;3157302;Santa Bárbara do Tugúrio;Pública;277,96;255,07;ND;286,43
MG;3157336;Santa Cruz de Minas;Estadual;261,82;268,63;ND;ND
MG;3157336;Santa Cruz de Minas;Pública;261,82;268,63;ND;ND
MG;3157377;Santa Cruz de Salinas;Estadual;247,06;247,71;265,94;258,87
MG;3157377;Santa Cruz de Salinas;Pública;247,06;247,71;265,94;258,87
MG;3157401;Santa Cruz do Escalvado;Estadual;275,25;275,5;ND;ND
MG;3157401;Santa Cruz do Escalvado;Pública;275,25;275,5;ND;ND
MG;3157500;Santa Efigênia de Minas;Estadual;257,3;ND;ND;261,19
MG;3157500;Santa Efigênia de Minas;Pública;257,3;ND;ND;261,19
MG;3157609;Santa Fé de Minas;Estadual;255,03;243,68;-;ND
MG;3157609;Santa Fé de Minas;Pública;255,03;243,68;-;ND
MG;3157658;Santa Helena de Minas;Estadual;266,85;274,1;ND;268
MG;3157658;Santa Helena de Minas;Pública;266,85;274,1;ND;268
MG;3157708;Santa Juliana;Estadual;255,52;272,07;ND;ND
MG;3157708;Santa Juliana;Pública;255,52;272,07;ND;ND
MG;3157807;Santa Luzia;Estadual;250,63;262,81;272,07;266,57
MG;3157807;Santa Luzia;Federal;337,67;325,38;ND;333,42
MG;3157807;Santa Luzia;Pública;253,61;265,07;275,11;268,86
MG;3157906;Santa Margarida;Estadual;275,22;278,52;262,38;260,31
MG;3157906;Santa Margarida;Pública;275,22;278,52;262,38;260,31
MG;3158003;Santa Maria de Itabira;Estadual;262,08;251,63;262,36;248,03
MG;3158003;Santa Maria de Itabira;Pública;262,08;251,63;262,36;248,03
MG;3158102;Santa Maria do Salto;Estadual;237;244,8;-;ND
MG;3158102;Santa Maria do Salto;Pública;237;244,8;-;ND
MG;3158201;Santa Maria do Suaçuí;Estadual;274,56;267,73;265,53;256,1
MG;3158201;Santa Maria do Suaçuí;Pública;274,56;267,73;265,53;256,1
MG;3158300;Santana da Vargem;Estadual;286,74;286,11;-;288,86
MG;3158300;Santana da Vargem;Pública;286,74;286,11;-;288,86
MG;3158409;Santana de Cataguases;Estadual;263,02;286,85;273,28;271,44
MG;3158409;Santana de Cataguases;Pública;263,02;286,85;273,28;271,44
MG;3158508;Santana de Pirapama;Estadual;269,27;ND;ND;287,65
MG;3158508;Santana de Pirapama;Pública;269,27;ND;ND;287,65
MG;3158607;Santana do Deserto;Estadual;269,22;311,32;271,56;287,9
MG;3158607;Santana do Deserto;Pública;269,22;311,32;271,56;287,9
MG;3158706;Santana do Garambéu;Estadual;252,52;272,91;263,34;273,72
MG;3158706;Santana do Garambéu;Pública;252,52;272,91;263,34;273,72
MG;3158805;Santana do Jacaré;Estadual;267,12;287,75;246,2;275,25
MG;3158805;Santana do Jacaré;Pública;267,12;287,75;246,2;275,25
MG;3158904;Santana do Manhuaçu;Estadual;275,8;278,77;276,1;269,34
MG;3158904;Santana do Manhuaçu;Pública;275,8;278,77;276,1;269,34
MG;3158953;Santana do Paraíso;Estadual;262,88;281,83;275,18;272,43
MG;3158953;Santana do Paraíso;Pública;262,88;281,83;275,18;272,43
MG;3159001;Santana do Riacho;Estadual;258,56;279,01;255,94;256,47
MG;3159001;Santana do Riacho;Pública;258,56;279,01;255,94;256,47
MG;3159100;Santana dos Montes;Estadual;258,65;236,09;260,99;266,62
MG;3159100;Santana dos Montes;Pública;258,65;236,09;260,99;266,62
MG;3159209;Santa Rita de Caldas;Estadual;275,67;282,19;285,46;296,94
MG;3159209;Santa Rita de Caldas;Pública;275,67;282,19;285,46;296,94
MG;3159308;Santa Rita de Jacutinga;Estadual;280,6;274,76;ND;275,76
MG;3159308;Santa Rita de Jacutinga;Pública;280,6;274,76;ND;275,76
MG;3159357;Santa Rita de Minas;Estadual;282,31;299,7;ND;283,77
MG;3159357;Santa Rita de Minas;Pública;282,31;299,7;ND;283,77
MG;3159407;Santa Rita de Ibitipoca;Estadual;267,07;284,9;ND;284,97
MG;3159407;Santa Rita de Ibitipoca;Pública;267,07;284,9;ND;284,97
MG;3159506;Santa Rita do Itueto;Estadual;272,23;274,36;268,72;255,16
MG;3159506;Santa Rita do Itueto;Pública;272,23;274,36;268,72;255,16
MG;3159605;Santa Rita do Sapucaí;Estadual;270,08;279,53;278,7;282,64
MG;3159605;Santa Rita do Sapucaí;Pública;270,08;279,53;278,7;282,64
MG;3159704;Santa Rosa da Serra;Estadual;282,08;307,1;ND;294,03
MG;3159704;Santa Rosa da Serra;Pública;282,08;307,1;ND;294,03
MG;3159803;Santa Vitória;Estadual;259;269,37;275,55;248,55
MG;3159803;Santa Vitória;Pública;259;269,37;275,55;248,55
MG;3159902;Santo Antônio do Amparo;Estadual;261,48;260,25;255,62;261,36
MG;3159902;Santo Antônio do Amparo;Pública;261,48;260,25;255,62;261,36
MG;3160009;Santo Antônio do Aventureiro;Estadual;288,69;282,85;265,35;263,01
MG;3160009;Santo Antônio do Aventureiro;Pública;288,69;282,85;265,35;263,01
MG;3160108;Santo Antônio do Grama;Estadual;277,68;284,52;269,14;277,23
MG;3160108;Santo Antônio do Grama;Pública;277,68;284,52;269,14;277,23
MG;3160207;Santo Antônio do Itambé;Estadual;270,69;273,1;-;250,92
MG;3160207;Santo Antônio do Itambé;Pública;270,69;273,1;-;250,92
MG;3160306;Santo Antônio do Jacinto;Estadual;227,57;248,59;ND;243,29
MG;3160306;Santo Antônio do Jacinto;Pública;227,57;248,59;ND;243,29
MG;3160405;Santo Antônio do Monte;Estadual;280,09;294,51;280,17;286,86
MG;3160405;Santo Antônio do Monte;Pública;280,09;294,51;280,17;286,86
MG;3160454;Santo Antônio do Retiro;Estadual;250,54;245,95;ND;251,11
MG;3160454;Santo Antônio do Retiro;Pública;250,54;245,95;ND;251,11
MG;3160504;Santo Antônio do Rio Abaixo;Estadual;268,92;292,4;289,57;ND
MG;3160504;Santo Antônio do Rio Abaixo;Pública;268,92;292,4;289,57;ND
MG;3160603;Santo Hipólito;Estadual;269,12;264,78;260,41;278,56
MG;3160603;Santo Hipólito;Pública;269,12;264,78;260,41;278,56
MG;3160702;Santos Dumont;Estadual;260,68;268,99;260,76;269,24
MG;3160702;Santos Dumont;Federal;300,39;ND;-;ND
MG;3160702;Santos Dumont;Pública;262,24;272,11;260,76;276,99
MG;3160801;São Bento Abade;Estadual;259,54;278,19;268,13;272,28
MG;3160801;São Bento Abade;Pública;259,54;278,19;268,13;272,28
MG;3160900;São Brás do Suaçuí;Estadual;292,18;303,26;283,55;283,45
MG;3160900;São Brás do Suaçuí;Pública;292,18;303,26;283,55;283,45
MG;3160959;São Domingos das Dores;Estadual;263,77;275,97;ND;287,97
MG;3160959;São Domingos das Dores;Pública;263,77;275,97;ND;287,97
MG;3161007;São Domingos do Prata;Estadual;285,92;280,6;267,19;271,8
MG;3161007;São Domingos do Prata;Pública;285,92;280,6;267,19;271,8
MG;3161056;São Félix de Minas;Estadual;258,51;271,28;ND;245,74
MG;3161056;São Félix de Minas;Pública;258,51;271,28;ND;245,74
MG;3161106;São Francisco;Estadual;259,09;258,23;260,38;253,27
MG;3161106;São Francisco;Pública;259,09;258,23;260,38;253,27
MG;3161205;São Francisco de Paula;Estadual;290,74;299,43;ND;289,4
MG;3161205;São Francisco de Paula;Pública;290,74;299,43;ND;289,4
MG;3161304;São Francisco de Sales;Estadual;275,79;291,01;ND;282,31
MG;3161304;São Francisco de Sales;Pública;275,79;291,01;ND;282,31
MG;3161403;São Francisco do Glória;Estadual;279,47;294,12;275,54;273,35
MG;3161403;São Francisco do Glória;Pública;279,47;294,12;275,54;273,35
MG;3161502;São Geraldo;Estadual;288,28;291,84;291,37;289,56
MG;3161502;São Geraldo;Pública;288,28;291,84;291,37;289,56
MG;3161601;São Geraldo da Piedade;Estadual;257,53;277,05;ND;266,55
MG;3161601;São Geraldo da Piedade;Pública;257,53;277,05;ND;266,55
MG;3161650;São Geraldo do Baixio;Estadual;263,14;ND;-;ND
MG;3161650;São Geraldo do Baixio;Pública;263,14;ND;-;ND
MG;3161700;São Gonçalo do Abaeté;Estadual;277,78;265,79;258,37;272,87
MG;3161700;São Gonçalo do Abaeté;Pública;277,78;265,79;258,37;272,87
MG;3161809;São Gonçalo do Pará;Estadual;261,83;268,3;253,29;258,93
MG;3161809;São Gonçalo do Pará;Pública;261,83;268,3;253,29;258,93
MG;3161908;São Gonçalo do Rio Abaixo;Estadual;275,25;293,14;ND;278,41
MG;3161908;São Gonçalo do Rio Abaixo;Pública;275,25;293,14;ND;278,41
MG;3162005;São Gonçalo do Sapucaí;Estadual;272,7;285,76;276,14;277,57
MG;3162005;São Gonçalo do Sapucaí;Pública;272,7;285,76;276,14;277,57
MG;3162104;São Gotardo;Estadual;270,65;287,66;274,82;269,85
MG;3162104;São Gotardo;Pública;270,65;287,66;274,82;269,85
MG;3162203;São João Batista do Glória;Estadual;278,05;282,36;274,87;276,75
MG;3162203;São João Batista do Glória;Pública;278,05;282,36;274,87;276,75
MG;3162252;São João da Lagoa;Estadual;279,57;281,32;ND;275,72
MG;3162252;São João da Lagoa;Pública;279,57;281,32;ND;275,72
MG;3162302;São João da Mata;Estadual;283,07;292,94;263,26;282,32
MG;3162302;São João da Mata;Pública;283,07;292,94;263,26;282,32
MG;3162401;São João da Ponte;Estadual;259,78;262,63;273,45;266,61
MG;3162401;São João da Ponte;Pública;259,78;262,63;273,45;266,61
MG;3162450;São João das Missões;Estadual;ND;ND;ND;ND
MG;3162450;São João das Missões;Pública;ND;ND;ND;ND
MG;3162500;São João del Rei;Estadual;292,14;298,4;294,16;295,6
MG;3162500;São João del Rei;Federal;ND;ND;ND;ND
MG;3162500;São João del Rei;Pública;292,14;298,4;294,16;298,71
MG;3162559;São João do Manhuaçu;Estadual;259,63;257,05;ND;270,73
MG;3162559;São João do Manhuaçu;Pública;259,63;257,05;ND;270,73
MG;3162575;São João do Manteninha;Estadual;272,58;261,49;266,74;268,38
MG;3162575;São João do Manteninha;Pública;272,58;261,49;266,74;268,38
MG;3162609;São João do Oriente;Estadual;263,54;273,86;244,19;261,11
MG;3162609;São João do Oriente;Pública;263,54;273,86;244,19;261,11
MG;3162658;São João do Pacuí;Estadual;240,5;254,17;ND;ND
MG;3162658;São João do Pacuí;Pública;240,5;254,17;ND;ND
MG;3162708;São João do Paraíso;Estadual;274,49;274,09;281,17;280,98
MG;3162708;São João do Paraíso;Pública;274,49;274,09;281,17;280,98
MG;3162807;São João Evangelista;Estadual;263,8;278,62;251,75;246,37
MG;3162807;São João Evangelista;Federal;310,71;ND;-;319,52
MG;3162807;São João Evangelista;Pública;283,27;302,93;ND;291,61
MG;3162906;São João Nepomuceno;Estadual;261,66;290,48;290,39;269,02
MG;3162906;São João Nepomuceno;Pública;261,66;290,48;290,39;269,02
MG;3162922;São Joaquim de Bicas;Estadual;260,79;265,76;278,77;274,75
MG;3162922;São Joaquim de Bicas;Pública;260,79;265,76;278,77;274,75
MG;3162948;São José da Barra;Estadual;276,13;277,53;280,53;273,8
MG;3162948;São José da Barra;Pública;276,13;277,53;280,53;273,8
MG;3162955;São José da Lapa;Estadual;275,82;293,52;272,68;278,86
MG;3162955;São José da Lapa;Pública;275,82;293,52;272,68;278,86
MG;3163003;São José da Safira;Estadual;261,28;266,75;ND;253,42
MG;3163003;São José da Safira;Pública;261,28;266,75;ND;253,42
MG;3163102;São José da Varginha;Estadual;281,49;271,42;-;ND
MG;3163102;São José da Varginha;Pública;281,49;271,42;-;ND
MG;3163201;São José do Alegre;Estadual;273,33;267,73;271,06;263,42
MG;3163201;São José do Alegre;Pública;273,33;267,73;271,06;263,42
MG;3163300;São José do Divino;Estadual;240,38;ND;ND;275,97
MG;3163300;São José do Divino;Pública;240,38;ND;ND;275,97
MG;3163409;São José do Goiabal;Estadual;243,25;269,52;265,1;281,37
MG;3163409;São José do Goiabal;Pública;243,25;269,52;265,1;281,37
MG;3163508;São José do Jacuri;Estadual;279,3;279,15;257,29;258,56
MG;3163508;São José do Jacuri;Pública;279,3;279,15;257,29;258,56
MG;3163607;São José do Mantimento;Estadual;272,09;261,45;ND;278,24
MG;3163607;São José do Mantimento;Pública;272,09;261,45;ND;278,24
MG;3163706;São Lourenço;Estadual;273,86;293,07;279,95;283,94
MG;3163706;São Lourenço;Pública;273,86;293,07;279,95;283,94
MG;3163805;São Miguel do Anta;Estadual;251,57;263,17;272,82;267,9
MG;3163805;São Miguel do Anta;Pública;251,57;263,17;272,82;267,9
MG;3163904;São Pedro da União;Estadual;271,71;271,41;256,56;267,39
MG;3163904;São Pedro da União;Pública;271,71;271,41;256,56;267,39
MG;3164001;São Pedro dos Ferros;Estadual;249,1;258,19;251,25;263,65
MG;3164001;São Pedro dos Ferros;Pública;249,1;258,19;251,25;263,65
MG;3164100;São Pedro do Suaçuí;Estadual;259,16;278,29;270,12;258,04
MG;3164100;São Pedro do Suaçuí;Pública;259,16;278,29;270,12;258,04
MG;3164209;São Romão;Estadual;232,11;260,36;-;261,74
MG;3164209;São Romão;Pública;232,11;260,36;-;261,74
MG;3164308;São Roque de Minas;Estadual;282,56;295,04;274,44;278,07
MG;3164308;São Roque de Minas;Pública;282,56;295,04;274,44;278,07
MG;3164407;São Sebastião da Bela Vista;Estadual;261,46;276,13;ND;279
MG;3164407;São Sebastião da Bela Vista;Pública;261,46;276,13;ND;279
MG;3164431;São Sebastião da Vargem Alegre;Estadual;276,45;292,08;273,22;290,91
MG;3164431;São Sebastião da Vargem Alegre;Pública;276,45;292,08;273,22;290,91
MG;3164472;São Sebastião do Anta;Estadual;269,64;283,53;286,6;286,3
MG;3164472;São Sebastião do Anta;Pública;269,64;283,53;286,6;286,3
MG;3164506;São Sebastião do Maranhão;Estadual;264,88;269,74;248,75;249,68
MG;3164506;São Sebastião do Maranhão;Pública;264,88;269,74;248,75;249,68
MG;3164605;São Sebastião do Oeste;Estadual;278,31;301,05;283,5;281,7
MG;3164605;São Sebastião do Oeste;Pública;278,31;301,05;283,5;281,7
MG;3164704;São Sebastião do Paraíso;Estadual;287,47;301,16;289,39;286,73
MG;3164704;São Sebastião do Paraíso;Pública;287,47;301,16;289,39;286,73
MG;3164803;São Sebastião do Rio Preto;Estadual;255,32;287,14;ND;265,56
MG;3164803;São Sebastião do Rio Preto;Pública;255,32;287,14;ND;265,56
MG;3164902;São Sebastião do Rio Verde;Estadual;275,48;290,63;294,27;305,73
MG;3164902;São Sebastião do Rio Verde;Pública;275,48;290,63;294,27;305,73
MG;3165008;São Tiago;Estadual;291,36;274,7;290,62;289,39
MG;3165008;São Tiago;Pública;291,36;274,7;290,62;289,39
MG;3165107;São Tomás de Aquino;Estadual;274,35;269,52;ND;291,07
MG;3165107;São Tomás de Aquino;Pública;274,35;269,52;ND;291,07
MG;3165206;São Tomé das Letras;Estadual;259,32;275,78;275,49;276,8
MG;3165206;São Tomé das Letras;Pública;259,32;275,78;275,49;276,8
MG;3165305;São Vicente de Minas;Estadual;297,92;277,09;288,83;291,65
MG;3165305;São Vicente de Minas;Pública;297,92;277,09;288,83;291,65
MG;3165404;Sapucaí-Mirim;Estadual;284,64;ND;ND;268,15
MG;3165404;Sapucaí-Mirim;Pública;284,64;ND;ND;268,15
MG;3165503;Sardoá;Estadual;257,01;282,47;264,65;274,99
MG;3165503;Sardoá;Pública;257,01;282,47;264,65;274,99
MG;3165537;Sarzedo;Estadual;237,9;254;267,92;270,38
MG;3165537;Sarzedo;Pública;237,9;254;267,92;270,38
MG;3165552;Setubinha;Estadual;253,52;268,95;260,84;254,02
MG;3165552;Setubinha;Pública;253,52;268,95;260,84;254,02
MG;3165560;Sem-Peixe;Estadual;255,86;315,11;260,68;304,25
MG;3165560;Sem-Peixe;Pública;255,86;315,11;260,68;304,25
MG;3165578;Senador Amaral;Estadual;265,4;279,03;ND;246,85
MG;3165578;Senador Amaral;Pública;265,4;279,03;ND;246,85
MG;3165602;Senador Cortes;Estadual;250,6;274,41;247,29;202,72
MG;3165602;Senador Cortes;Pública;250,6;274,41;247,29;202,72
MG;3165701;Senador Firmino;Estadual;292,97;317,38;284,53;283,6
MG;3165701;Senador Firmino;Pública;292,97;317,38;284,53;283,6
MG;3165800;Senador José Bento;Estadual;266,72;ND;276,3;273,4
MG;3165800;Senador José Bento;Pública;266,72;ND;276,3;273,4
MG;3165909;Senador Modestino Gonçalves;Estadual;287,97;269,92;ND;267,95
MG;3165909;Senador Modestino Gonçalves;Pública;287,97;269,92;ND;267,95
MG;3166006;Senhora de Oliveira;Estadual;276,31;264,45;266,78;292,77
MG;3166006;Senhora de Oliveira;Pública;276,31;264,45;266,78;292,77
MG;3166105;Senhora do Porto;Estadual;258,02;264,66;ND;258,06
MG;3166105;Senhora do Porto;Pública;258,02;264,66;ND;258,06
MG;3166204;Senhora dos Remédios;Estadual;263,76;282,09;274,7;277,15
MG;3166204;Senhora dos Remédios;Pública;263,76;282,09;274,7;277,15
MG;3166303;Sericita;Estadual;270,79;304,81;285,03;268,36
MG;3166303;Sericita;Pública;270,79;304,81;285,03;268,36
MG;3166402;Seritinga;Estadual;293,14;296,79;291,38;292,03
MG;3166402;Seritinga;Pública;293,14;296,79;291,38;292,03
MG;3166501;Serra Azul de Minas;Estadual;262,49;255;-;266,89
MG;3166501;Serra Azul de Minas;Pública;262,49;255;-;266,89
MG;3166709;Serra dos Aimorés;Estadual;249,39;250,56;ND;260,01
MG;3166709;Serra dos Aimorés;Pública;249,39;250,56;ND;260,01
MG;3166808;Serra do Salitre;Estadual;283,11;283,42;278,59;287,28
MG;3166808;Serra do Salitre;Pública;283,11;283,42;278,59;287,28
MG;3166907;Serrania;Estadual;276,59;276,6;261,95;260,1
MG;3166907;Serrania;Pública;276,59;276,6;261,95;260,1
MG;3166956;Serranópolis de Minas;Estadual;249,13;ND;265,53;257,82
MG;3166956;Serranópolis de Minas;Pública;249,13;ND;265,53;257,82
MG;3167004;Serranos;Estadual;274,37;259,99;263,46;292,3
MG;3167004;Serranos;Pública;274,37;259,99;263,46;292,3
MG;3167103;Serro;Estadual;254,44;252,29;250,48;249,38
MG;3167103;Serro;Pública;254,44;252,29;250,48;249,38
MG;3167202;Sete Lagoas;Estadual;267,92;276,83;278,06;275,6
MG;3167202;Sete Lagoas;Pública;267,92;276,83;278,06;275,6
MG;3167301;Silveirânia;Estadual;303,9;321,68;302,73;303,57
MG;3167301;Silveirânia;Pública;303,9;321,68;302,73;303,57
MG;3167400;Silvianópolis;Estadual;260,95;284,63;ND;269,38
MG;3167400;Silvianópolis;Pública;260,95;284,63;ND;269,38
MG;3167509;Simão Pereira;Estadual;269,8;264,7;ND;-
MG;3167509;Simão Pereira;Pública;269,8;264,7;ND;-
MG;3167608;Simonésia;Estadual;253,93;270,38;272,94;270,71
MG;3167608;Simonésia;Pública;253,93;270,38;272,94;270,71
MG;3167707;Sobrália;Estadual;295,07;279,92;-;294,26
MG;3167707;Sobrália;Pública;295,07;279,92;-;294,26
MG;3167806;Soledade de Minas;Estadual;273,08;289,12;280,21;254,1
MG;3167806;Soledade de Minas;Pública;273,08;289,12;280,21;254,1
MG;3167905;Tabuleiro;Estadual;266,12;287,37;ND;267,83
MG;3167905;Tabuleiro;Pública;266,12;287,37;ND;267,83
MG;3168002;Taiobeiras;Estadual;267,3;283,99;276,32;275,07
MG;3168002;Taiobeiras;Pública;267,3;283,99;276,32;275,07
MG;3168051;Taparuba;Estadual;277,63;275,51;268,88;283,2
MG;3168051;Taparuba;Pública;277,63;275,51;268,88;283,2
MG;3168101;Tapira;Estadual;311,99;300,66;ND;306,03
MG;3168101;Tapira;Pública;311,99;300,66;ND;306,03
MG;3168200;Tapiraí;Estadual;261,27;283,25;276,51;280,22
MG;3168200;Tapiraí;Pública;261,27;283,25;276,51;280,22
MG;3168309;Taquaraçu de Minas;Estadual;276,43;278,1;ND;263,91
MG;3168309;Taquaraçu de Minas;Pública;276,43;278,1;ND;263,91
MG;3168408;Tarumirim;Estadual;271,7;289,49;258,14;280,83
MG;3168408;Tarumirim;Pública;271,7;289,49;258,14;280,83
MG;3168507;Teixeiras;Estadual;298,16;322,84;-;295,03
MG;3168507;Teixeiras;Pública;298,16;322,84;-;295,03
MG;3168606;Teófilo Otoni;Estadual;260,57;278,98;270,9;279,8
MG;3168606;Teófilo Otoni;Pública;260,57;278,98;270,9;279,8
MG;3168705;Timóteo;Estadual;280,22;293,27;277,67;282,5
MG;3168705;Timóteo;Federal;351,14;349,37;349,23;339,42
MG;3168705;Timóteo;Pública;287,79;299,13;287,65;288,46
MG;3168804;Tiradentes;Estadual;290,42;287,98;-;263,67
MG;3168804;Tiradentes;Pública;290,42;287,98;-;263,67
MG;3168903;Tiros;Estadual;285,76;305,08;ND;286,27
MG;3168903;Tiros;Pública;285,76;305,08;ND;286,27
MG;3169000;Tocantins;Estadual;266,97;291,39;ND;272,22
MG;3169000;Tocantins;Pública;266,97;291,39;ND;272,22
MG;3169059;Tocos do Moji;Estadual;276,57;282,74;274,42;283,08
MG;3169059;Tocos do Moji;Pública;276,57;282,74;274,42;283,08
MG;3169109;Toledo;Estadual;277,43;283,94;274,97;282,09
MG;3169109;Toledo;Pública;277,43;283,94;274,97;282,09
MG;3169208;Tombos;Estadual;258,71;276,62;250,45;282,49
MG;3169208;Tombos;Pública;258,71;276,62;250,45;282,49
MG;3169307;Três Corações;Estadual;272,87;281,09;272,21;280,05
MG;3169307;Três Corações;Federal;-;326,72;-;323,68
