Sigla da UF;Código do Município;Nome do Município;Rede;Língua Portuguesa SAEB -2017;Língua Portuguesa SAEB -2019;Língua Portuguesa SAEB - 2021;Língua Portuguesa SAEB - 2023
RO;1100015;Alta Floresta D'Oeste;Estadual;260,96;278,52;266,52;273,68
RO;1100015;Alta Floresta D'Oeste;Pública;260,96;278,52;266,52;273,68
RO;1100023;Ariquemes;Estadual;267,82;277,61;269,05;271,11
RO;1100023;Ariquemes;Federal;ND;ND;-;ND
RO;1100023;Ariquemes;Pública;268,22;278,78;269,05;274,56
RO;1100031;Cabixi;Estadual;239,01;ND;257,68;256,32
RO;1100031;Cabixi;Pública;239,01;ND;257,68;256,32
RO;1100049;Cacoal;Estadual;254,93;269,97;270,91;260,23
RO;1100049;Cacoal;Federal;288,41;318,09;-;305,36
RO;1100049;Cacoal;Pública;257,82;278,36;270,91;268,93
RO;1100056;Cerejeiras;Estadual;274,09;283,11;ND;275,23
RO;1100056;Cerejeiras;Pública;274,09;283,11;ND;275,23
RO;1100064;Colorado do Oeste;Estadual;260,09;279,72;261,58;267,06
RO;1100064;Colorado do Oeste;Federal;287,51;283,27;-;298,2
RO;1100064;Colorado do Oeste;Pública;273,42;282,09;ND;284,06
RO;1100072;Corumbiara;Estadual;246,54;271,16;274,23;256,99
RO;1100072;Corumbiara;Pública;246,54;271,16;274,23;256,99
RO;1100080;Costa Marques;Estadual;261,11;264,26;274,19;257,28
RO;1100080;Costa Marques;Pública;261,11;264,26;274,19;257,28
RO;1100098;Espigão D'Oeste;Estadual;275,2;276,43;262,64;269,35
RO;1100098;Espigão D'Oeste;Pública;275,2;276,43;262,64;269,35
RO;1100106;Guajará-Mirim;Estadual;254,94;260,47;261,58;261,6
RO;1100106;Guajará-Mirim;Federal;ND;ND;-;ND
RO;1100106;Guajará-Mirim;Pública;254,94;272,51;261,58;269,69
RO;1100114;Jaru;Estadual;257,38;267,86;266,52;261,62
RO;1100114;Jaru;Federal;ND;ND;ND;ND
RO;1100114;Jaru;Pública;257,38;267,86;266,52;270,38
RO;1100122;Ji-Paraná;Estadual;265,68;279,83;273,58;267,74
RO;1100122;Ji-Paraná;Federal;318,24;-;-;ND
RO;1100122;Ji-Paraná;Pública;271,75;279,83;273,58;272,49
RO;1100130;Machadinho D'Oeste;Estadual;272,77;272,37;268,32;261,83
RO;1100130;Machadinho D'Oeste;Pública;272,77;272,37;268,32;261,83
RO;1100148;Nova Brasilândia D'Oeste;Estadual;ND;284,98;ND;286,1
RO;1100148;Nova Brasilândia D'Oeste;Pública;ND;284,98;ND;286,1
RO;1100155;Ouro Preto do Oeste;Estadual;272,95;290,03;281,04;280,09
RO;1100155;Ouro Preto do Oeste;Pública;272,95;290,03;281,04;280,09
RO;1100189;Pimenta Bueno;Estadual;247,2;265,85;285,54;270,63
RO;1100189;Pimenta Bueno;Pública;247,2;265,85;285,54;270,63
RO;1100205;Porto Velho;Estadual;271,15;280,35;272,49;271,75
RO;1100205;Porto Velho;Federal;ND;317,91;-;ND
RO;1100205;Porto Velho;Pública;273,49;284,22;272,49;273,87
RO;1100254;Presidente Médici;Estadual;262,07;274,23;257;277,8
RO;1100254;Presidente Médici;Pública;262,07;274,23;257;277,8
RO;1100262;Rio Crespo;Estadual;260,74;261,09;ND;266,37
RO;1100262;Rio Crespo;Pública;260,74;261,09;ND;266,37
RO;1100288;Rolim de Moura;Estadual;277,72;286,92;280,94;277,15
RO;1100288;Rolim de Moura;Pública;277,72;286,92;280,94;277,15
RO;1100296;Santa Luzia D'Oeste;Estadual;255,72;290,01;ND;274,74
RO;1100296;Santa Luzia D'Oeste;Pública;255,72;290,01;ND;274,74
RO;1100304;Vilhena;Estadual;271,25;277,21;279,39;281,88
RO;1100304;Vilhena;Federal;303,43;ND;-;ND
RO;1100304;Vilhena;Pública;275,93;285,49;279,39;287,64
RO;1100320;São Miguel do Guaporé;Estadual;245;267,24;ND;269,32
RO;1100320;São Miguel do Guaporé;Pública;245;267,24;ND;269,32
RO;1100338;Nova Mamoré;Estadual;257,29;259,76;258,54;258,41
RO;1100338;Nova Mamoré;Pública;257,29;259,76;258,54;258,41
RO;1100346;Alvorada D'Oeste;Estadual;254,24;ND;ND;253,51
RO;1100346;Alvorada D'Oeste;Pública;254,24;ND;ND;253,51
RO;1100379;Alto Alegre dos Parecis;Estadual;262,84;274,86;ND;281,1
RO;1100379;Alto Alegre dos Parecis;Pública;262,84;274,86;ND;281,1
RO;1100403;Alto Paraíso;Estadual;243,5;254,41;ND;ND
RO;1100403;Alto Paraíso;Pública;243,5;254,41;ND;ND
RO;1100452;Buritis;Estadual;257,84;274,32;263,17;259,69
RO;1100452;Buritis;Pública;257,84;274,32;263,17;259,69
RO;1100502;Novo Horizonte do Oeste;Estadual;261,84;275,67;267,36;268,92
RO;1100502;Novo Horizonte do Oeste;Pública;261,84;275,67;267,36;268,92
RO;1100601;Cacaulândia;Estadual;273,59;ND;268,66;252,09
RO;1100601;Cacaulândia;Pública;273,59;ND;268,66;252,09
RO;1100700;Campo Novo de Rondônia;Estadual;252,69;276,29;257,12;262,18
RO;1100700;Campo Novo de Rondônia;Pública;252,69;276,29;257,12;262,18
RO;1100809;Candeias do Jamari;Estadual;273,92;269,33;268,68;265,19
RO;1100809;Candeias do Jamari;Pública;273,92;269,33;268,68;265,19
RO;1100908;Castanheiras;Estadual;266,2;ND;247,59;261,17
RO;1100908;Castanheiras;Pública;266,2;ND;247,59;261,17
RO;1100924;Chupinguaia;Estadual;241,95;ND;249,53;236,08
RO;1100924;Chupinguaia;Pública;241,95;ND;249,53;236,08
RO;1100940;Cujubim;Estadual;259,13;ND;ND;261,93
RO;1100940;Cujubim;Pública;259,13;ND;ND;261,93
RO;1101005;Governador Jorge Teixeira;Estadual;258,65;271,58;267,52;266,13
RO;1101005;Governador Jorge Teixeira;Pública;258,65;271,58;267,52;266,13
RO;1101104;Itapuã do Oeste;Estadual;277,52;264,17;ND;272,91
RO;1101104;Itapuã do Oeste;Pública;277,52;264,17;ND;272,91
RO;1101203;Ministro Andreazza;Estadual;261,21;275,5;ND;250,89
RO;1101203;Ministro Andreazza;Pública;261,21;275,5;ND;250,89
RO;1101302;Mirante da Serra;Estadual;249,52;265,49;ND;264,87
RO;1101302;Mirante da Serra;Pública;249,52;265,49;ND;264,87
RO;1101401;Monte Negro;Estadual;251,8;ND;268,31;261,38
RO;1101401;Monte Negro;Pública;251,8;ND;268,31;261,38
RO;1101435;Nova União;Estadual;261,17;272,35;ND;258,31
RO;1101435;Nova União;Pública;261,17;272,35;ND;258,31
RO;1101450;Parecis;Estadual;244,71;ND;ND;253,75
RO;1101450;Parecis;Pública;244,71;ND;ND;253,75
RO;1101468;Pimenteiras do Oeste;Estadual;247,29;244,44;ND;253,06
RO;1101468;Pimenteiras do Oeste;Pública;247,29;244,44;ND;253,06
RO;1101476;Primavera de Rondônia;Estadual;267,21;277,22;ND;263,06
RO;1101476;Primavera de Rondônia;Pública;267,21;277,22;ND;263,06
RO;1101484;São Felipe D'Oeste;Estadual;264,92;276,07;259,19;260,89
RO;1101484;São Felipe D'Oeste;Pública;264,92;276,07;259,19;260,89
RO;1101492;São Francisco do Guaporé;Estadual;252,25;272,31;ND;269,24
RO;1101492;São Francisco do Guaporé;Pública;252,25;272,31;ND;269,24
RO;1101500;Seringueiras;Estadual;260,28;267,55;ND;274,92
RO;1101500;Seringueiras;Pública;260,28;267,55;ND;274,92
RO;1101559;Teixeirópolis;Estadual;258,8;270,42;ND;260,23
RO;1101559;Teixeirópolis;Pública;258,8;270,42;ND;260,23
RO;1101609;Theobroma;Estadual;251,58;262,55;ND;262,38
RO;1101609;Theobroma;Pública;251,58;262,55;ND;262,38
RO;1101708;Urupá;Estadual;264,86;287,98;ND;260,94
RO;1101708;Urupá;Pública;264,86;287,98;ND;260,94
RO;1101757;Vale do Anari;Estadual;264,53;ND;258,22;251,37
RO;1101757;Vale do Anari;Pública;264,53;ND;258,22;251,37
RO;1101807;Vale do Paraíso;Estadual;263,91;273,64;ND;239,79
RO;1101807;Vale do Paraíso;Pública;263,91;273,64;ND;239,79
AC;1200013;Acrelândia;Estadual;268,26;274,75;ND;261,66
AC;1200013;Acrelândia;Pública;268,26;274,75;ND;261,66
AC;1200054;Assis Brasil;Estadual;263,98;282,29;ND;267,12
AC;1200054;Assis Brasil;Pública;263,98;282,29;ND;267,12
AC;1200104;Brasiléia;Estadual;270,63;273,35;ND;268,43
AC;1200104;Brasiléia;Pública;270,63;273,35;ND;268,43
AC;1200138;Bujari;Estadual;258,33;ND;ND;246,36
AC;1200138;Bujari;Pública;258,33;ND;ND;246,36
AC;1200179;Capixaba;Estadual;258,21;260,29;262,33;262,08
AC;1200179;Capixaba;Pública;258,21;260,29;262,33;262,08
AC;1200203;Cruzeiro do Sul;Estadual;262,6;273,45;269,9;267,59
AC;1200203;Cruzeiro do Sul;Federal;315,01;ND;-;-
AC;1200203;Cruzeiro do Sul;Pública;263,47;276,53;269,9;267,59
AC;1200252;Epitaciolândia;Estadual;259,88;ND;268,45;269,05
AC;1200252;Epitaciolândia;Pública;259,88;ND;268,45;269,05
AC;1200302;Feijó;Estadual;263,52;256,39;265,36;250,52
AC;1200302;Feijó;Pública;263,52;256,39;265,36;250,52
AC;1200328;Jordão;Estadual;ND;243,55;ND;264,58
AC;1200328;Jordão;Pública;ND;243,55;ND;264,58
AC;1200336;Mâncio Lima;Estadual;258,76;267,93;252,4;256,68
AC;1200336;Mâncio Lima;Pública;258,76;267,93;252,4;256,68
AC;1200344;Manoel Urbano;Estadual;247,29;ND;ND;237,21
AC;1200344;Manoel Urbano;Pública;247,29;ND;ND;237,21
AC;1200351;Marechal Thaumaturgo;Estadual;ND;250,91;ND;258,13
AC;1200351;Marechal Thaumaturgo;Pública;ND;250,91;ND;258,13
AC;1200385;Plácido de Castro;Estadual;254,53;272,14;ND;262,35
AC;1200385;Plácido de Castro;Pública;254,53;272,14;ND;262,35
AC;1200393;Porto Walter;Estadual;247,06;269,36;ND;244,99
AC;1200393;Porto Walter;Pública;247,06;269,36;ND;244,99
AC;1200401;Rio Branco;Estadual;262,46;268,78;278,82;275,64
AC;1200401;Rio Branco;Federal;307,37;311,67;ND;310,63
AC;1200401;Rio Branco;Pública;263,32;270,45;279,16;277,33
AC;1200427;Rodrigues Alves;Estadual;254,97;252,42;ND;251,82
AC;1200427;Rodrigues Alves;Pública;254,97;252,42;ND;251,82
AC;1200435;Santa Rosa do Purus;Estadual;211,16;240,71;231,23;ND
AC;1200435;Santa Rosa do Purus;Pública;211,16;240,71;231,23;ND
AC;1200450;Senador Guiomard;Estadual;268,04;258,51;273,24;276,14
AC;1200450;Senador Guiomard;Pública;268,04;258,51;273,24;276,14
AC;1200500;Sena Madureira;Estadual;263,46;268,36;ND;270,46
AC;1200500;Sena Madureira;Federal;302,09;296,03;ND;286,72
AC;1200500;Sena Madureira;Pública;265,48;274,32;ND;273,07
AC;1200609;Tarauacá;Estadual;254,95;258,38;ND;252,72
AC;1200609;Tarauacá;Federal;273,23;-;ND;-
AC;1200609;Tarauacá;Pública;259,04;258,38;ND;252,72
AC;1200708;Xapuri;Estadual;ND;264,75;ND;271,84
AC;1200708;Xapuri;Federal;279,26;283,03;ND;-
AC;1200708;Xapuri;Pública;268,18;275,41;ND;ND
AC;1200807;Porto Acre;Estadual;255,18;264,92;252,4;264,97
AC;1200807;Porto Acre;Pública;255,18;264,92;252,4;264,97
AM;1300029;Alvarães;Estadual;237,27;241,06;239,14;234,36
AM;1300029;Alvarães;Pública;237,27;241,06;239,14;234,36
AM;1300060;Amaturá;Estadual;227,41;224,48;229,63;229,8
AM;1300060;Amaturá;Pública;227,41;224,48;229,63;229,8
AM;1300086;Anamã;Estadual;229,62;234,61;244,85;236,91
AM;1300086;Anamã;Pública;229,62;234,61;244,85;236,91
AM;1300102;Anori;Estadual;254,03;264,15;255,17;257,63
AM;1300102;Anori;Pública;254,03;264,15;255,17;257,63
AM;1300144;Apuí;Estadual;252,64;254,45;259,21;251,89
AM;1300144;Apuí;Pública;252,64;254,45;259,21;251,89
AM;1300201;Atalaia do Norte;Estadual;-;232,32;221,7;225,22
AM;1300201;Atalaia do Norte;Pública;-;232,32;221,7;225,22
AM;1300300;Autazes;Estadual;228,54;233,55;ND;241,12
AM;1300300;Autazes;Pública;228,54;233,55;ND;241,12
AM;1300409;Barcelos;Estadual;247,07;257,75;251,16;245,05
AM;1300409;Barcelos;Pública;247,07;257,75;251,16;245,05
AM;1300508;Barreirinha;Estadual;226,58;237,31;240,18;235,57
AM;1300508;Barreirinha;Pública;226,58;237,31;240,18;235,57
AM;1300607;Benjamin Constant;Estadual;216,61;ND;226,24;221,19
AM;1300607;Benjamin Constant;Pública;216,61;ND;226,24;221,19
AM;1300631;Beruri;Estadual;221,24;229,5;254,51;258,63
AM;1300631;Beruri;Pública;221,24;229,5;254,51;258,63
AM;1300680;Boa Vista do Ramos;Estadual;237,16;237,21;242,39;236,01
AM;1300680;Boa Vista do Ramos;Pública;237,16;237,21;242,39;236,01
AM;1300706;Boca do Acre;Estadual;240,47;238,73;248,5;248,52
AM;1300706;Boca do Acre;Pública;240,47;238,73;248,5;248,52
AM;1300805;Borba;Estadual;235,63;230,38;239,32;233,63
AM;1300805;Borba;Municipal;241,78;-;-;-
AM;1300805;Borba;Pública;236,63;230,38;239,32;233,63
AM;1300839;Caapiranga;Estadual;240,88;231,69;228,51;227,39
AM;1300839;Caapiranga;Pública;240,88;231,69;228,51;227,39
AM;1300904;Canutama;Estadual;245,43;249,48;246,68;244,25
AM;1300904;Canutama;Pública;245,43;249,48;246,68;244,25
AM;1301001;Carauari;Estadual;245,65;236,75;240,91;240,57
AM;1301001;Carauari;Pública;245,65;236,75;240,91;240,57
AM;1301100;Careiro;Estadual;241,95;241,01;248,42;250,04
AM;1301100;Careiro;Pública;241,95;241,01;248,42;250,04
AM;1301159;Careiro da Várzea;Estadual;237,7;245,98;244,23;243,44
AM;1301159;Careiro da Várzea;Pública;237,7;245,98;244,23;243,44
AM;1301209;Coari;Estadual;237,98;239;235,81;233,87
AM;1301209;Coari;Federal;280,92;ND;ND;ND
AM;1301209;Coari;Pública;240,15;242,04;240,53;240
AM;1301308;Codajás;Estadual;246,56;249,22;246,55;241,35
AM;1301308;Codajás;Pública;246,56;249,22;246,55;241,35
AM;1301407;Eirunepé;Estadual;239,37;ND;ND;239,24
AM;1301407;Eirunepé;Federal;272,46;ND;292,81;298,39
AM;1301407;Eirunepé;Pública;240,39;247,68;248,73;253,72
AM;1301506;Envira;Estadual;256,51;243,83;ND;248,48
AM;1301506;Envira;Pública;256,51;243,83;ND;248,48
AM;1301605;Fonte Boa;Estadual;226,93;235,74;221,44;238,97
AM;1301605;Fonte Boa;Pública;226,93;235,74;221,44;238,97
AM;1301654;Guajará;Estadual;246,61;242,71;ND;229,83
AM;1301654;Guajará;Pública;246,61;242,71;ND;229,83
AM;1301704;Humaitá;Estadual;247,55;251,25;251,56;253,45
AM;1301704;Humaitá;Federal;264,29;ND;ND;ND
AM;1301704;Humaitá;Pública;250,12;255,48;254,54;256,22
AM;1301803;Ipixuna;Estadual;231,61;228,97;226,5;229,8
AM;1301803;Ipixuna;Pública;231,61;228,97;226,5;229,8
AM;1301852;Iranduba;Estadual;243,41;242,42;243,69;247,55
AM;1301852;Iranduba;Pública;243,41;242,42;243,69;247,55
AM;1301902;Itacoatiara;Estadual;243,57;250,43;242,91;249,49
AM;1301902;Itacoatiara;Federal;324,79;ND;ND;ND
AM;1301902;Itacoatiara;Pública;245,01;252,58;245,62;252,32
AM;1301951;Itamarati;Estadual;238,66;227,52;226,16;287,52
AM;1301951;Itamarati;Pública;238,66;227,52;226,16;287,52
AM;1302009;Itapiranga;Estadual;250,15;259,84;258,94;263,13
AM;1302009;Itapiranga;Pública;250,15;259,84;258,94;263,13
AM;1302108;Japurá;Estadual;218,12;239,15;234,22;243,63
AM;1302108;Japurá;Pública;218,12;239,15;234,22;243,63
AM;1302207;Juruá;Estadual;233,82;250,1;238,41;241,05
AM;1302207;Juruá;Pública;233,82;250,1;238,41;241,05
AM;1302306;Jutaí;Estadual;236,57;242,4;234,97;235,34
AM;1302306;Jutaí;Pública;236,57;242,4;234,97;235,34
AM;1302405;Lábrea;Estadual;228,92;240,96;228,94;247,14
AM;1302405;Lábrea;Federal;245,02;ND;ND;ND
AM;1302405;Lábrea;Pública;232,5;248,21;238,91;252,09
AM;1302504;Manacapuru;Estadual;246,2;249,45;247,83;247,47
AM;1302504;Manacapuru;Federal;-;307,33;ND;313,55
AM;1302504;Manacapuru;Pública;246,2;251,26;248,77;249,9
AM;1302553;Manaquiri;Estadual;223,06;222,03;228,28;234,94
AM;1302553;Manaquiri;Pública;223,06;222,03;228,28;234,94
AM;1302603;Manaus;Estadual;254,44;259,08;259,17;266,84
AM;1302603;Manaus;Federal;ND;ND;ND;310,79
AM;1302603;Manaus;Pública;255,9;260,47;259,93;268,08
AM;1302702;Manicoré;Estadual;243,1;243,56;239,79;245,85
AM;1302702;Manicoré;Pública;243,1;243,56;239,79;245,85
AM;1302801;Maraã;Estadual;227,9;236,43;221,98;234,75
AM;1302801;Maraã;Pública;227,9;236,43;221,98;234,75
AM;1302900;Maués;Estadual;229,28;ND;236,45;237,72
AM;1302900;Maués;Federal;286,91;ND;ND;290,58
AM;1302900;Maués;Pública;235,65;240,21;242,94;248,87
AM;1303007;Nhamundá;Estadual;230,43;243,22;245,2;248,95
AM;1303007;Nhamundá;Pública;230,43;243,22;245,2;248,95
AM;1303106;Nova Olinda do Norte;Estadual;225,71;238,69;238,91;237
AM;1303106;Nova Olinda do Norte;Pública;225,71;238,69;238,91;237
AM;1303205;Novo Airão;Estadual;243,4;247,35;251;258,76
AM;1303205;Novo Airão;Pública;243,4;247,35;251;258,76
AM;1303304;Novo Aripuanã;Estadual;240,18;243,53;241,75;233,14
AM;1303304;Novo Aripuanã;Pública;240,18;243,53;241,75;233,14
AM;1303403;Parintins;Estadual;248,47;256,75;253,15;254,56
AM;1303403;Parintins;Federal;273,12;ND;ND;ND
AM;1303403;Parintins;Pública;249,42;259,07;254,73;256,51
AM;1303502;Pauini;Estadual;226,99;ND;234,05;243,23
AM;1303502;Pauini;Pública;226,99;ND;234,05;243,23
AM;1303536;Presidente Figueiredo;Estadual;247,78;254,1;260,36;243,95
AM;1303536;Presidente Figueiredo;Federal;276,93;ND;ND;ND
AM;1303536;Presidente Figueiredo;Pública;252,15;259,86;266,86;254,76
AM;1303569;Rio Preto da Eva;Estadual;241,42;247,1;230,56;249,14
AM;1303569;Rio Preto da Eva;Pública;241,42;247,1;230,56;249,14
AM;1303601;Santa Isabel do Rio Negro;Estadual;230,93;237,46;231,82;240,4
AM;1303601;Santa Isabel do Rio Negro;Pública;230,93;237,46;231,82;240,4
AM;1303700;Santo Antônio do Içá;Estadual;236,19;236,15;239,33;230,39
AM;1303700;Santo Antônio do Içá;Pública;236,19;236,15;239,33;230,39
AM;1303809;São Gabriel da Cachoeira;Estadual;231,3;228,46;228,67;ND
AM;1303809;São Gabriel da Cachoeira;Federal;277,72;ND;ND;-
AM;1303809;São Gabriel da Cachoeira;Pública;237,88;233,9;231,93;ND
AM;1303908;São Paulo de Olivença;Estadual;221,58;222,32;218,91;216,3
AM;1303908;São Paulo de Olivença;Pública;221,58;222,32;218,91;216,3
AM;1303957;São Sebastião do Uatumã;Estadual;235,94;247,19;245,04;238,93
AM;1303957;São Sebastião do Uatumã;Pública;235,94;247,19;245,04;238,93
AM;1304005;Silves;Estadual;218,71;234,51;226,4;243,96
AM;1304005;Silves;Pública;218,71;234,51;226,4;243,96
AM;1304062;Tabatinga;Estadual;227,73;224,65;227,32;221,24
AM;1304062;Tabatinga;Federal;282,8;276,44;ND;ND
AM;1304062;Tabatinga;Pública;233,27;229,6;231,08;226,51
AM;1304104;Tapauá;Estadual;247,62;269,16;249,6;255,12
AM;1304104;Tapauá;Pública;247,62;269,16;249,6;255,12
AM;1304203;Tefé;Estadual;254,99;261,51;251,45;256,39
AM;1304203;Tefé;Federal;321,44;ND;ND;ND
AM;1304203;Tefé;Pública;258,93;263,51;254,22;258,76
AM;1304237;Tonantins;Estadual;228,06;224,92;235,63;223,92
AM;1304237;Tonantins;Pública;228,06;224,92;235,63;223,92
AM;1304260;Uarini;Estadual;228,62;231,77;248,74;217,38
AM;1304260;Uarini;Pública;228,62;231,77;248,74;217,38
AM;1304302;Urucará;Estadual;238;249,32;232,72;243,91
AM;1304302;Urucará;Pública;238;249,32;232,72;243,91
AM;1304401;Urucurituba;Estadual;238,73;238,64;239,55;243,61
AM;1304401;Urucurituba;Pública;238,73;238,64;239,55;243,61
RR;1400027;Amajari;Estadual;255,86;247,41;ND;239,26
RR;1400027;Amajari;Federal;ND;250,72;-;248,16
RR;1400027;Amajari;Pública;ND;249,37;ND;243,23
RR;1400050;Alto Alegre;Estadual;236,48;250,26;ND;242,67
RR;1400050;Alto Alegre;Pública;236,48;250,26;ND;242,67
RR;1400100;Boa Vista;Estadual;252,04;264,32;ND;257,88
RR;1400100;Boa Vista;Federal;ND;ND;ND;298,93
RR;1400100;Boa Vista;Pública;257,25;269,95;ND;261,36
RR;1400159;Bonfim;Estadual;239,86;247,38;ND;230,84
RR;1400159;Bonfim;Pública;239,86;247,38;ND;230,84
RR;1400175;Cantá;Estadual;ND;248,35;ND;237,96
RR;1400175;Cantá;Pública;ND;248,35;ND;237,96
RR;1400209;Caracaraí;Estadual;252,56;261,55;ND;252,17
RR;1400209;Caracaraí;Federal;ND;ND;ND;ND
RR;1400209;Caracaraí;Pública;252,56;261,55;ND;273,71
RR;1400233;Caroebe;Estadual;246,04;251,35;ND;ND
RR;1400233;Caroebe;Pública;246,04;251,35;ND;ND
RR;1400282;Iracema;Estadual;255,39;243,86;ND;248,93
RR;1400282;Iracema;Pública;255,39;243,86;ND;248,93
RR;1400308;Mucajaí;Estadual;235,63;239,84;ND;255,76
RR;1400308;Mucajaí;Pública;235,63;239,84;ND;255,76
RR;1400407;Normandia;Estadual;ND;219,89;ND;226,49
RR;1400407;Normandia;Pública;ND;219,89;ND;226,49
RR;1400456;Pacaraima;Estadual;ND;249,14;ND;245,93
RR;1400456;Pacaraima;Pública;ND;249,14;ND;245,93
RR;1400472;Rorainópolis;Estadual;244,93;255,15;ND;256,11
RR;1400472;Rorainópolis;Pública;244,93;255,15;ND;256,11
RR;1400506;São João da Baliza;Estadual;226,65;251,34;ND;238,81
RR;1400506;São João da Baliza;Pública;226,65;251,34;ND;238,81
RR;1400605;São Luiz;Estadual;245,23;ND;-;ND
RR;1400605;São Luiz;Pública;245,23;ND;-;ND
RR;1400704;Uiramutã;Estadual;-;213,23;ND;210,58
RR;1400704;Uiramutã;Pública;-;213,23;ND;210,58
PA;1500107;Abaetetuba;Estadual;238,49;249,17;246,26;255,79
PA;1500107;Abaetetuba;Federal;279,81;ND;ND;ND
PA;1500107;Abaetetuba;Pública;241,44;254,41;248,97;261,09
PA;1500131;Abel Figueiredo;Estadual;235,83;245,31;ND;249,41
PA;1500131;Abel Figueiredo;Pública;235,83;245,31;ND;249,41
PA;1500206;Acará;Estadual;235,78;239,12;ND;246,33
PA;1500206;Acará;Pública;235,78;239,12;ND;246,33
PA;1500305;Afuá;Estadual;ND;ND;ND;259,1
PA;1500305;Afuá;Pública;ND;ND;ND;259,1
PA;1500347;Água Azul do Norte;Estadual;233,36;240,15;ND;262,94
PA;1500347;Água Azul do Norte;Pública;233,36;240,15;ND;262,94
PA;1500404;Alenquer;Estadual;237,1;249,86;250,2;252,2
PA;1500404;Alenquer;Pública;237,1;249,86;250,2;252,2
PA;1500503;Almeirim;Estadual;221,49;243,29;ND;248,87
PA;1500503;Almeirim;Pública;221,49;243,29;ND;248,87
PA;1500602;Altamira;Estadual;263,52;272,83;269,84;282,34
PA;1500602;Altamira;Federal;ND;ND;ND;ND
PA;1500602;Altamira;Pública;263,52;272,83;271,83;283,52
PA;1500701;Anajás;Estadual;225,71;ND;ND;230,02
PA;1500701;Anajás;Pública;225,71;ND;ND;230,02
PA;1500800;Ananindeua;Estadual;239,89;260,63;262,5;272,24
PA;1500800;Ananindeua;Federal;ND;ND;ND;-
PA;1500800;Ananindeua;Pública;239,89;260,63;263,09;272,96
PA;1500859;Anapu;Estadual;236,88;248,83;ND;261,22
PA;1500859;Anapu;Pública;236,88;248,83;ND;261,22
PA;1500909;Augusto Corrêa;Estadual;232,35;232,92;237,12;253,11
PA;1500909;Augusto Corrêa;Pública;232,35;232,92;237,12;253,11
PA;1500958;Aurora do Pará;Estadual;234,17;244,15;237,04;257,15
PA;1500958;Aurora do Pará;Pública;234,17;244,15;237,04;257,15
PA;1501006;Aveiro;Estadual;219,63;ND;ND;240,44
PA;1501006;Aveiro;Pública;219,63;ND;ND;240,44
PA;1501105;Bagre;Estadual;236,01;228,08;ND;247,19
PA;1501105;Bagre;Pública;236,01;228,08;ND;247,19
PA;1501204;Baião;Estadual;222,64;239,26;243,49;237,47
PA;1501204;Baião;Pública;222,64;239,26;243,49;237,47
PA;1501253;Bannach;Estadual;224,32;ND;ND;250,54
PA;1501253;Bannach;Pública;224,32;ND;ND;250,54
PA;1501303;Barcarena;Estadual;236,65;248,68;ND;265,85
PA;1501303;Barcarena;Pública;236,65;248,68;ND;265,85
PA;1501402;Belém;Estadual;242,41;262,39;264,83;271,91
PA;1501402;Belém;Federal;325,84;ND;ND;315,97
PA;1501402;Belém;Municipal;287,97;ND;ND;275,96
PA;1501402;Belém;Pública;246,37;265,02;265,43;274,89
PA;1501451;Belterra;Estadual;228,16;249,63;ND;261,71
PA;1501451;Belterra;Pública;228,16;249,63;ND;261,71
PA;1501501;Benevides;Estadual;240,79;250,07;256,7;272,27
PA;1501501;Benevides;Pública;240,79;250,07;256,7;272,27
PA;1501576;Bom Jesus do Tocantins;Estadual;248,94;267,04;ND;280,12
PA;1501576;Bom Jesus do Tocantins;Pública;248,94;267,04;ND;280,12
PA;1501600;Bonito;Estadual;212,93;228,41;233,94;233,82
PA;1501600;Bonito;Pública;212,93;228,41;233,94;233,82
PA;1501709;Bragança;Estadual;239,21;250,4;241,46;253,19
PA;1501709;Bragança;Federal;288,87;ND;ND;288,33
PA;1501709;Bragança;Pública;242,1;252,85;246,24;256,34
PA;1501725;Brasil Novo;Estadual;232,14;258,59;ND;272,64
PA;1501725;Brasil Novo;Pública;232,14;258,59;ND;272,64
PA;1501758;Brejo Grande do Araguaia;Estadual;ND;234,73;ND;246,76
PA;1501758;Brejo Grande do Araguaia;Pública;ND;234,73;ND;246,76
PA;1501782;Breu Branco;Estadual;229,91;247,52;ND;256,6
PA;1501782;Breu Branco;Pública;229,91;247,52;ND;256,6
PA;1501808;Breves;Estadual;246,62;259,1;ND;264,23
PA;1501808;Breves;Federal;-;310,49;ND;ND
PA;1501808;Breves;Pública;246,62;260,24;ND;266,24
PA;1501907;Bujaru;Estadual;234,14;244,26;240,68;243,53
PA;1501907;Bujaru;Pública;234,14;244,26;240,68;243,53
PA;1501956;Cachoeira do Piriá;Estadual;228,8;241,54;ND;235,2
PA;1501956;Cachoeira do Piriá;Pública;228,8;241,54;ND;235,2
PA;1502004;Cachoeira do Arari;Estadual;235,8;257,17;244,46;259,8
PA;1502004;Cachoeira do Arari;Pública;235,8;257,17;244,46;259,8
PA;1502103;Cametá;Estadual;240,91;249,42;250,98;253,35
PA;1502103;Cametá;Federal;-;265,82;ND;ND
PA;1502103;Cametá;Pública;240,91;249,59;251,79;254,32
PA;1502152;Canaã dos Carajás;Estadual;224,66;242,51;ND;262,6
PA;1502152;Canaã dos Carajás;Pública;224,66;242,51;ND;262,6
PA;1502202;Capanema;Estadual;240,31;251,36;254,62;266,88
